,video_frame,left,width,top,height,label
5834,57906_000718_Sideline_367,1125,19,425,17,V91
5835,57906_000718_Sideline_367,631,18,266,18,V27
5836,57906_000718_Sideline_367,1088,19,371,22,H72
5837,57906_000718_Sideline_367,575,18,383,20,H81
5838,57906_000718_Sideline_367,708,16,422,18,H87
5839,57906_000718_Sideline_367,789,17,378,18,V39
5840,57906_000718_Sideline_367,657,18,422,18,V23
5841,57906_000718_Sideline_367,995,19,431,20,H55
5842,57906_000718_Sideline_367,745,17,306,17,H85
5843,57906_000718_Sideline_367,696,16,356,18,H68
5844,57906_000718_Sideline_367,1080,18,423,14,V98
5845,57906_000718_Sideline_367,685,16,288,17,V55
5849,57906_000718_Sideline_368,1012,20,346,18,H47
5850,57906_000718_Sideline_368,1125,20,426,17,V91
5851,57906_000718_Sideline_368,1088,19,372,22,H72
5852,57906_000718_Sideline_368,631,18,266,18,V27
5853,57906_000718_Sideline_368,997,18,432,20,H55
5854,57906_000718_Sideline_368,787,18,378,20,V39
5855,57906_000718_Sideline_368,574,18,384,19,H81
5856,57906_000718_Sideline_368,657,17,422,18,V23
5857,57906_000718_Sideline_368,707,17,422,18,H87
5858,57906_000718_Sideline_368,744,18,306,19,H85
5859,57906_000718_Sideline_368,1079,18,422,15,V98
5860,57906_000718_Sideline_368,695,16,356,18,H68
5861,57906_000718_Sideline_368,795,15,338,15,V93
5862,57906_000718_Sideline_368,683,16,288,16,V55
5863,57906_000718_Sideline_368,809,13,334,15,V57
5865,57906_000718_Sideline_369,1125,20,427,17,V91
5866,57906_000718_Sideline_369,1012,20,346,19,H47
5867,57906_000718_Sideline_369,631,18,267,18,V27
5868,57906_000718_Sideline_369,1087,19,372,22,H72
5869,57906_000718_Sideline_369,997,18,433,19,H55
5870,57906_000718_Sideline_369,657,16,421,18,V23
5871,57906_000718_Sideline_369,574,18,385,19,H81
5872,57906_000718_Sideline_369,786,17,379,18,V39
5873,57906_000718_Sideline_369,707,16,422,18,H87
5874,57906_000718_Sideline_369,693,18,357,17,H68
5875,57906_000718_Sideline_369,1079,18,421,17,V98
5876,57906_000718_Sideline_369,744,17,306,18,H85
5877,57906_000718_Sideline_369,795,15,338,16,V93
5878,57906_000718_Sideline_369,808,13,334,15,V57
5879,57906_000718_Sideline_369,682,16,287,16,V55
822,57906_000718_Sideline_37,188,13,360,13,V23
823,57906_000718_Sideline_37,861,11,451,12,H87
824,57906_000718_Sideline_37,592,11,168,11,V27
825,57906_000718_Sideline_37,762,11,302,13,H72
826,57906_000718_Sideline_37,562,10,179,11,H81
827,57906_000718_Sideline_37,877,10,323,12,H47
828,57906_000718_Sideline_37,832,10,335,9,H67
829,57906_000718_Sideline_37,738,12,300,14,V93
830,57906_000718_Sideline_37,693,13,333,12,V58
831,57906_000718_Sideline_37,969,11,318,11,H26
832,57906_000718_Sideline_37,714,11,372,13,V98
833,57906_000718_Sideline_37,771,11,412,10,H85
834,57906_000718_Sideline_37,845,10,386,12,H70
835,57906_000718_Sideline_37,867,12,399,12,H68
5881,57906_000718_Sideline_370,1125,20,427,18,V91
5882,57906_000718_Sideline_370,1011,20,346,19,H47
5883,57906_000718_Sideline_370,631,17,267,18,V27
5884,57906_000718_Sideline_370,1087,19,373,22,H72
5885,57906_000718_Sideline_370,998,19,434,19,H55
5886,57906_000718_Sideline_370,657,16,421,17,V23
5887,57906_000718_Sideline_370,573,18,386,19,H81
5888,57906_000718_Sideline_370,706,16,422,18,H87
5889,57906_000718_Sideline_370,785,17,380,18,V39
5890,57906_000718_Sideline_370,1077,19,423,15,V98
5891,57906_000718_Sideline_370,693,16,357,18,H68
5892,57906_000718_Sideline_370,744,17,306,19,H85
5893,57906_000718_Sideline_370,794,16,339,15,V57
5894,57906_000718_Sideline_370,682,15,288,16,V55
5897,57906_000718_Sideline_371,1124,20,428,18,V91
5898,57906_000718_Sideline_371,1010,20,347,18,H47
5899,57906_000718_Sideline_371,1087,19,374,22,H72
5900,57906_000718_Sideline_371,630,18,267,19,V27
5901,57906_000718_Sideline_371,998,20,435,20,H55
5902,57906_000718_Sideline_371,572,18,386,19,H81
5903,57906_000718_Sideline_371,655,17,421,17,V23
5904,57906_000718_Sideline_371,705,17,423,17,H87
5905,57906_000718_Sideline_371,785,17,380,19,V39
5906,57906_000718_Sideline_371,1077,17,424,15,V98
5907,57906_000718_Sideline_371,742,18,306,19,H85
5908,57906_000718_Sideline_371,692,17,357,17,H68
5909,57906_000718_Sideline_371,681,15,287,16,V55
5912,57906_000718_Sideline_372,1123,20,428,18,V91
5913,57906_000718_Sideline_372,629,19,268,18,V27
5914,57906_000718_Sideline_372,999,20,436,20,H55
5915,57906_000718_Sideline_372,1088,17,374,21,H72
5916,57906_000718_Sideline_372,1010,20,347,18,H47
5917,57906_000718_Sideline_372,572,18,386,19,H81
5918,57906_000718_Sideline_372,782,19,381,18,V39
5919,57906_000718_Sideline_372,705,15,423,17,H87
5920,57906_000718_Sideline_372,655,17,420,17,V23
5921,57906_000718_Sideline_372,741,19,306,19,H85
5922,57906_000718_Sideline_372,1076,17,423,17,V98
5923,57906_000718_Sideline_372,692,16,357,16,H68
5924,57906_000718_Sideline_372,790,17,339,16,V93
5925,57906_000718_Sideline_372,680,16,288,15,V55
5926,57906_000718_Sideline_372,802,15,333,15,V57
5927,57906_000718_Sideline_373,1122,20,428,18,V91
5928,57906_000718_Sideline_373,999,20,437,20,H70
5929,57906_000718_Sideline_373,628,19,268,19,V27
5930,57906_000718_Sideline_373,1087,18,374,21,H72
5931,57906_000718_Sideline_373,1008,20,347,19,H47
5932,57906_000718_Sideline_373,571,18,386,20,H81
5933,57906_000718_Sideline_373,703,17,423,17,H87
5934,57906_000718_Sideline_373,1075,18,423,17,V98
5935,57906_000718_Sideline_373,780,19,381,19,V39
5936,57906_000718_Sideline_373,654,17,420,16,V23
5937,57906_000718_Sideline_373,739,18,305,19,H85
5938,57906_000718_Sideline_373,690,16,357,16,H68
5939,57906_000718_Sideline_373,788,17,340,16,V93
5940,57906_000718_Sideline_373,678,16,288,15,V55
5941,57906_000718_Sideline_373,801,16,333,15,V57
5942,57906_000718_Sideline_374,1121,20,428,19,V91
5943,57906_000718_Sideline_374,999,20,437,20,H70
5944,57906_000718_Sideline_374,627,19,268,19,V27
5945,57906_000718_Sideline_374,1007,20,348,18,H47
5946,57906_000718_Sideline_374,1085,19,374,21,H72
5947,57906_000718_Sideline_374,570,18,386,20,H81
5948,57906_000718_Sideline_374,702,16,422,18,H87
5949,57906_000718_Sideline_374,1072,19,424,17,V98
5950,57906_000718_Sideline_374,653,16,420,15,V23
5951,57906_000718_Sideline_374,778,19,382,19,V39
5952,57906_000718_Sideline_374,737,19,305,19,H85
5953,57906_000718_Sideline_374,687,18,356,17,H68
5954,57906_000718_Sideline_374,800,15,333,16,V57
5955,57906_000718_Sideline_374,677,16,288,16,V55
5956,57906_000718_Sideline_374,787,17,341,16,V93
5957,57906_000718_Sideline_375,1120,20,428,19,V91
5958,57906_000718_Sideline_375,1000,20,437,20,H70
5959,57906_000718_Sideline_375,627,19,268,18,V27
5960,57906_000718_Sideline_375,1085,18,374,22,H72
5961,57906_000718_Sideline_375,1006,20,348,18,H47
5962,57906_000718_Sideline_375,651,17,419,16,V23
5963,57906_000718_Sideline_375,570,18,387,19,H81
5964,57906_000718_Sideline_375,701,17,422,18,H87
5965,57906_000718_Sideline_375,1071,20,424,16,V98
5966,57906_000718_Sideline_375,736,19,304,20,H85
5967,57906_000718_Sideline_375,776,19,382,19,V39
5968,57906_000718_Sideline_375,685,18,356,18,H68
5969,57906_000718_Sideline_375,676,16,287,17,V55
5970,57906_000718_Sideline_375,798,16,332,18,V57
5971,57906_000718_Sideline_375,786,17,341,17,V93
5972,57906_000718_Sideline_376,1118,20,429,17,V91
5973,57906_000718_Sideline_376,1004,20,349,18,H47
5974,57906_000718_Sideline_376,627,18,268,18,V27
5975,57906_000718_Sideline_376,1000,20,437,20,H70
5976,57906_000718_Sideline_376,1082,19,375,20,H72
5977,57906_000718_Sideline_376,650,16,419,16,V23
5978,57906_000718_Sideline_376,570,17,386,20,H81
5979,57906_000718_Sideline_376,701,16,422,18,H87
5980,57906_000718_Sideline_376,773,19,382,19,V39
5981,57906_000718_Sideline_376,735,19,305,19,H85
5982,57906_000718_Sideline_376,1070,19,424,17,V98
5983,57906_000718_Sideline_376,676,15,286,19,V55
5984,57906_000718_Sideline_376,784,17,341,18,V93
5985,57906_000718_Sideline_376,685,18,356,18,H68
5986,57906_000718_Sideline_376,797,15,332,17,V57
5987,57906_000718_Sideline_377,1117,20,428,19,V91
5988,57906_000718_Sideline_377,1081,19,375,21,H72
5989,57906_000718_Sideline_377,626,18,268,19,V27
5990,57906_000718_Sideline_377,1002,20,349,18,H47
5991,57906_000718_Sideline_377,648,17,418,16,V23
5992,57906_000718_Sideline_377,1000,19,438,20,H70
5993,57906_000718_Sideline_377,699,17,422,17,H87
5994,57906_000718_Sideline_377,569,17,387,18,H81
5995,57906_000718_Sideline_377,772,18,382,19,V39
5996,57906_000718_Sideline_377,1068,19,424,16,V98
5997,57906_000718_Sideline_377,735,18,305,19,H85
5998,57906_000718_Sideline_377,685,17,356,17,H68
5999,57906_000718_Sideline_377,782,19,342,17,V93
6000,57906_000718_Sideline_377,674,17,286,18,V55
6001,57906_000718_Sideline_377,796,16,331,18,V57
6002,57906_000718_Sideline_378,1115,20,428,18,V91
6003,57906_000718_Sideline_378,1001,20,349,18,H47
6004,57906_000718_Sideline_378,1080,20,375,21,H72
6005,57906_000718_Sideline_378,625,18,268,20,V27
6006,57906_000718_Sideline_378,998,19,439,19,H70
6007,57906_000718_Sideline_378,647,17,417,16,V23
6008,57906_000718_Sideline_378,698,18,422,17,H87
6009,57906_000718_Sideline_378,770,19,383,18,V39
6010,57906_000718_Sideline_378,568,17,386,19,H81
6011,57906_000718_Sideline_378,732,20,304,20,H85
6012,57906_000718_Sideline_378,1067,18,425,16,V98
6013,57906_000718_Sideline_378,682,17,356,18,H68
6014,57906_000718_Sideline_378,673,16,285,17,V55
6015,57906_000718_Sideline_378,782,17,342,17,V93
6016,57906_000718_Sideline_378,795,15,331,15,V57
6017,57906_000718_Sideline_379,1114,20,427,18,V91
6018,57906_000718_Sideline_379,1078,19,374,22,H72
6019,57906_000718_Sideline_379,999,20,348,19,H47
6020,57906_000718_Sideline_379,623,20,267,20,V27
6021,57906_000718_Sideline_379,997,19,439,19,H70
6022,57906_000718_Sideline_379,646,18,416,16,V23
6023,57906_000718_Sideline_379,697,18,420,17,H87
6024,57906_000718_Sideline_379,731,19,304,20,H85
6025,57906_000718_Sideline_379,567,18,386,19,H81
6026,57906_000718_Sideline_379,1065,18,425,15,V98
6027,57906_000718_Sideline_379,767,20,382,20,V39
6028,57906_000718_Sideline_379,672,16,285,17,V55
6029,57906_000718_Sideline_379,680,18,356,19,H68
6030,57906_000718_Sideline_379,794,16,331,15,V57
6031,57906_000718_Sideline_379,780,17,342,16,V93
840,57906_000718_Sideline_38,189,12,360,13,V23
841,57906_000718_Sideline_38,860,12,452,11,V39
842,57906_000718_Sideline_38,562,10,179,11,H81
843,57906_000718_Sideline_38,591,10,169,10,V27
844,57906_000718_Sideline_38,832,12,334,9,H67
845,57906_000718_Sideline_38,877,10,323,12,H47
846,57906_000718_Sideline_38,760,12,302,13,H72
847,57906_000718_Sideline_38,739,13,300,14,V93
848,57906_000718_Sideline_38,695,11,333,11,V58
849,57906_000718_Sideline_38,713,12,372,11,H55
850,57906_000718_Sideline_38,969,10,318,10,H26
851,57906_000718_Sideline_38,713,12,372,12,V98
852,57906_000718_Sideline_38,771,11,411,10,H85
853,57906_000718_Sideline_38,861,11,452,11,H87
854,57906_000718_Sideline_38,867,10,398,13,H68
6032,57906_000718_Sideline_380,1112,20,427,18,V91
6033,57906_000718_Sideline_380,1077,18,374,21,H72
6034,57906_000718_Sideline_380,997,20,348,18,H47
6035,57906_000718_Sideline_380,623,19,267,19,V27
6036,57906_000718_Sideline_380,997,19,439,19,H70
6037,57906_000718_Sideline_380,1063,19,423,17,V98
6038,57906_000718_Sideline_380,646,17,415,16,V23
6039,57906_000718_Sideline_380,697,17,420,16,H87
6040,57906_000718_Sideline_380,730,18,304,20,H85
6041,57906_000718_Sideline_380,567,17,385,18,H81
6042,57906_000718_Sideline_380,765,20,381,21,V39
6043,57906_000718_Sideline_380,671,16,285,16,V55
6044,57906_000718_Sideline_380,679,19,356,18,H68
6045,57906_000718_Sideline_380,779,17,342,17,V93
6047,57906_000718_Sideline_381,1112,20,426,18,V91
6048,57906_000718_Sideline_381,1075,19,374,23,H72
6049,57906_000718_Sideline_381,623,19,267,19,V27
6050,57906_000718_Sideline_381,996,20,348,18,H47
6051,57906_000718_Sideline_381,645,17,415,15,V23
6052,57906_000718_Sideline_381,997,19,439,20,H70
6053,57906_000718_Sideline_381,698,16,420,16,H87
6054,57906_000718_Sideline_381,566,17,385,18,H81
6055,57906_000718_Sideline_381,677,19,356,18,H68
6056,57906_000718_Sideline_381,729,18,303,21,H85
6057,57906_000718_Sideline_381,1062,19,423,17,V98
6058,57906_000718_Sideline_381,765,18,382,19,V39
6059,57906_000718_Sideline_381,671,16,285,16,V55
6060,57906_000718_Sideline_381,777,18,341,17,V93
6062,57906_000718_Sideline_382,1111,20,425,18,V91
6063,57906_000718_Sideline_382,1075,18,373,23,H72
6064,57906_000718_Sideline_382,622,20,266,19,V27
6065,57906_000718_Sideline_382,995,20,348,18,H47
6066,57906_000718_Sideline_382,996,20,439,20,H70
6067,57906_000718_Sideline_382,644,17,415,15,V23
6068,57906_000718_Sideline_382,566,17,385,18,H81
6069,57906_000718_Sideline_382,697,16,420,16,H87
6070,57906_000718_Sideline_382,728,18,304,20,H85
6071,57906_000718_Sideline_382,1061,19,423,18,V98
6072,57906_000718_Sideline_382,764,17,382,19,V39
6073,57906_000718_Sideline_382,676,18,356,18,H68
6074,57906_000718_Sideline_382,671,16,284,17,V55
6077,57906_000718_Sideline_383,1110,20,425,17,V91
6078,57906_000718_Sideline_383,1073,19,374,22,H72
6079,57906_000718_Sideline_383,761,19,382,19,V39
6080,57906_000718_Sideline_383,622,19,267,18,V27
6081,57906_000718_Sideline_383,566,17,385,19,H81
6082,57906_000718_Sideline_383,995,20,348,18,H47
6083,57906_000718_Sideline_383,643,17,414,15,V23
6084,57906_000718_Sideline_383,696,17,419,17,H87
6085,57906_000718_Sideline_383,1060,19,423,18,V98
6086,57906_000718_Sideline_383,726,19,304,21,H85
6087,57906_000718_Sideline_383,997,20,440,20,H70
6088,57906_000718_Sideline_383,675,18,356,18,H68
6089,57906_000718_Sideline_383,671,15,285,16,V55
6090,57906_000718_Sideline_383,790,18,325,18,V57
6093,57906_000718_Sideline_384,1108,20,423,19,V91
6094,57906_000718_Sideline_384,1072,19,374,23,H72
6095,57906_000718_Sideline_384,992,20,348,18,H47
6096,57906_000718_Sideline_384,760,18,382,20,V39
6097,57906_000718_Sideline_384,566,17,385,19,H81
6098,57906_000718_Sideline_384,622,19,266,19,V27
6099,57906_000718_Sideline_384,642,18,414,15,V23
6100,57906_000718_Sideline_384,998,20,439,21,H70
6101,57906_000718_Sideline_384,696,16,419,17,H87
6102,57906_000718_Sideline_384,725,19,304,21,H85
6103,57906_000718_Sideline_384,1059,18,423,17,V98
6104,57906_000718_Sideline_384,673,19,356,19,H68
6105,57906_000718_Sideline_384,671,15,284,17,V55
6106,57906_000718_Sideline_384,790,18,324,18,V57
6107,57906_000718_Sideline_384,773,16,344,17,V93
6108,57906_000718_Sideline_384,813,14,337,15,V58
6109,57906_000718_Sideline_385,1107,20,422,19,V91
6110,57906_000718_Sideline_385,1071,19,374,22,H72
6111,57906_000718_Sideline_385,992,20,348,18,H47
6112,57906_000718_Sideline_385,759,18,382,20,V39
6113,57906_000718_Sideline_385,622,19,266,19,V27
6114,57906_000718_Sideline_385,565,18,386,19,H81
6115,57906_000718_Sideline_385,642,17,414,15,V23
6116,57906_000718_Sideline_385,997,21,439,22,H70
6117,57906_000718_Sideline_385,696,16,418,18,H87
6118,57906_000718_Sideline_385,725,18,304,21,H85
6119,57906_000718_Sideline_385,1057,19,423,17,V98
6120,57906_000718_Sideline_385,673,18,356,19,H68
6121,57906_000718_Sideline_385,789,17,324,17,V57
6122,57906_000718_Sideline_385,773,17,342,18,V93
6123,57906_000718_Sideline_385,670,16,284,17,V55
6124,57906_000718_Sideline_385,812,15,336,15,V58
6125,57906_000718_Sideline_386,1107,20,421,19,V91
6126,57906_000718_Sideline_386,1070,19,375,22,H72
6127,57906_000718_Sideline_386,758,19,382,20,V39
6128,57906_000718_Sideline_386,991,20,348,19,V58
6129,57906_000718_Sideline_386,622,19,266,19,V27
6130,57906_000718_Sideline_386,1057,18,423,17,V98
6131,57906_000718_Sideline_386,642,16,413,15,V23
6132,57906_000718_Sideline_386,565,19,386,19,H81
6133,57906_000718_Sideline_386,996,21,439,22,H70
6134,57906_000718_Sideline_386,696,16,418,17,H87
6135,57906_000718_Sideline_386,725,18,305,20,H85
6136,57906_000718_Sideline_386,672,18,356,19,H68
6137,57906_000718_Sideline_386,773,17,342,19,V93
6138,57906_000718_Sideline_386,670,16,284,18,V55
6139,57906_000718_Sideline_386,790,17,323,17,V57
6140,57906_000718_Sideline_386,812,16,335,15,H47
6141,57906_000718_Sideline_387,1107,20,420,20,V91
6142,57906_000718_Sideline_387,1070,19,375,22,H72
6143,57906_000718_Sideline_387,758,19,382,20,V39
6144,57906_000718_Sideline_387,622,20,266,20,V27
6145,57906_000718_Sideline_387,991,20,348,19,V58
6146,57906_000718_Sideline_387,566,18,385,20,H81
6147,57906_000718_Sideline_387,1057,18,423,17,V98
6148,57906_000718_Sideline_387,642,16,413,15,V23
6149,57906_000718_Sideline_387,697,16,418,18,H87
6150,57906_000718_Sideline_387,996,21,439,22,H70
6151,57906_000718_Sideline_387,725,17,305,21,H85
6152,57906_000718_Sideline_387,672,18,355,20,H68
6153,57906_000718_Sideline_387,791,17,322,15,V57
6154,57906_000718_Sideline_387,772,18,342,19,V93
6155,57906_000718_Sideline_387,812,16,335,15,H47
6156,57906_000718_Sideline_387,670,17,284,18,V55
6157,57906_000718_Sideline_388,1106,20,419,19,V91
6158,57906_000718_Sideline_388,759,17,382,20,V39
6159,57906_000718_Sideline_388,990,20,348,19,V58
6160,57906_000718_Sideline_388,1070,19,375,22,H72
6161,57906_000718_Sideline_388,623,19,266,20,V27
6162,57906_000718_Sideline_388,567,18,385,20,H81
6163,57906_000718_Sideline_388,1057,18,423,17,V98
6164,57906_000718_Sideline_388,996,21,438,23,H70
6165,57906_000718_Sideline_388,697,16,418,17,H87
6166,57906_000718_Sideline_388,642,16,413,15,V23
6167,57906_000718_Sideline_388,725,17,306,20,H85
6168,57906_000718_Sideline_388,672,19,356,19,H68
6169,57906_000718_Sideline_388,791,17,320,16,V57
6170,57906_000718_Sideline_388,772,18,342,19,V93
6171,57906_000718_Sideline_388,812,16,334,15,H47
6172,57906_000718_Sideline_388,671,16,284,18,V55
6173,57906_000718_Sideline_389,1105,20,417,19,V91
6174,57906_000718_Sideline_389,757,18,382,20,V39
6175,57906_000718_Sideline_389,990,20,347,20,H47
6176,57906_000718_Sideline_389,567,18,385,20,H81
6177,57906_000718_Sideline_389,1070,19,375,22,H72
6178,57906_000718_Sideline_389,623,20,267,20,V27
6179,57906_000718_Sideline_389,1057,18,423,17,V98
6180,57906_000718_Sideline_389,996,21,439,22,H70
6181,57906_000718_Sideline_389,697,17,418,17,H87
6182,57906_000718_Sideline_389,642,16,413,15,V23
6183,57906_000718_Sideline_389,672,18,356,18,H68
6184,57906_000718_Sideline_389,792,17,319,16,V57
6185,57906_000718_Sideline_389,725,17,306,19,H85
6186,57906_000718_Sideline_389,772,18,342,19,V93
6187,57906_000718_Sideline_389,812,16,333,16,H26
6188,57906_000718_Sideline_389,672,16,284,17,V55
859,57906_000718_Sideline_39,189,12,361,12,V23
860,57906_000718_Sideline_39,562,10,179,11,H81
861,57906_000718_Sideline_39,741,11,300,13,V93
862,57906_000718_Sideline_39,695,11,332,11,V58
863,57906_000718_Sideline_39,590,10,169,11,V27
864,57906_000718_Sideline_39,875,10,322,13,H47
865,57906_000718_Sideline_39,834,10,334,9,H67
866,57906_000718_Sideline_39,861,10,452,11,V39
867,57906_000718_Sideline_39,760,11,303,12,H72
868,57906_000718_Sideline_39,967,12,318,11,H26
869,57906_000718_Sideline_39,771,11,410,10,H85
870,57906_000718_Sideline_39,713,11,371,11,V98
871,57906_000718_Sideline_39,866,11,399,12,H68
872,57906_000718_Sideline_39,861,11,452,11,H87
6190,57906_000718_Sideline_390,1105,20,416,19,H67
6191,57906_000718_Sideline_390,757,18,382,20,V39
6192,57906_000718_Sideline_390,989,20,347,20,H47
6193,57906_000718_Sideline_390,1070,19,375,22,H72
6194,57906_000718_Sideline_390,568,18,386,19,H81
6195,57906_000718_Sideline_390,623,20,267,20,V27
6196,57906_000718_Sideline_390,997,21,439,22,H70
6197,57906_000718_Sideline_390,1057,18,422,18,V98
6198,57906_000718_Sideline_390,642,16,412,16,V23
6199,57906_000718_Sideline_390,698,16,417,17,H87
6200,57906_000718_Sideline_390,725,17,306,20,H85
6201,57906_000718_Sideline_390,792,18,317,16,V57
6202,57906_000718_Sideline_390,672,19,356,18,H68
6203,57906_000718_Sideline_390,772,18,342,19,V93
6204,57906_000718_Sideline_390,812,16,333,16,H26
6207,57906_000718_Sideline_391,1103,20,414,19,H67
6208,57906_000718_Sideline_391,988,20,347,19,H47
6209,57906_000718_Sideline_391,755,19,382,20,V39
6210,57906_000718_Sideline_391,1069,18,375,22,H72
6211,57906_000718_Sideline_391,568,18,385,20,H81
